date_str,season,mnth,weekday,workingday,weather_simplified,demand_level,temp_level,hum_level,base_deploy,optimal_deploy,adjustment,recommended_action,state_value
2011-06-03,2,6,5,1,0,1,2,0,5312,5012,-300,大幅减少投放,100435.821
2011-06-04,2,6,6,0,0,2,2,0,5342,5042,-300,大幅减少投放,99814.607
2011-06-05,2,6,0,0,1,1,2,1,4906,4606,-300,大幅减少投放,99129.119
2011-06-06,2,6,1,1,0,1,2,1,4548,4248,-300,大幅减少投放,98866.499
2011-06-07,2,6,2,1,0,1,2,1,4833,4533,-300,大幅减少投放,98966.9
2011-06-08,2,6,3,1,0,1,2,1,4401,4101,-300,大幅减少投放,98772.584
2011-06-09,2,6,4,1,1,1,2,1,3907,3607,-300,大幅减少投放,99022.778
2011-06-10,2,6,5,1,0,1,2,1,4586,4286,-300,大幅减少投放,100004.859
2011-06-11,2,6,6,0,0,1,2,1,4966,4666,-300,大幅减少投放,100125.171
2011-06-12,2,6,0,0,0,1,2,2,4460,4160,-300,大幅减少投放,99851.814
2011-06-13,2,6,1,1,0,1,2,0,5020,4720,-300,大幅减少投放,100096.702
2011-06-14,2,6,2,1,0,1,1,0,4891,4591,-300,大幅减少投放,99765.005
2011-06-15,2,6,3,1,0,1,2,0,5180,4880,-300,大幅减少投放,99551.639
2011-06-16,2,6,4,1,1,1,2,1,3907,3607,-300,大幅减少投放,99022.778
2011-06-17,2,6,5,1,0,1,2,2,4844,4544,-300,大幅减少投放,99885.315
2011-06-18,2,6,6,0,0,1,2,1,5119,4819,-300,大幅减少投放,99727.76
2011-06-19,2,6,0,0,1,1,2,1,4744,4444,-300,大幅减少投放,99272.438
2011-06-20,2,6,1,1,1,1,2,2,4010,3710,-300,大幅减少投放,99187.889
2011-06-21,3,6,2,1,1,1,2,2,4835,4535,-300,大幅减少投放,99871.521
2011-06-22,3,6,3,1,0,1,2,2,4507,4207,-300,大幅减少投放,99722.713
2011-06-23,3,6,4,1,1,1,2,2,4790,4490,-300,大幅减少投放,99911.336
2011-06-24,3,6,5,1,0,1,2,1,4991,4691,-300,大幅减少投放,99811.991
2011-06-25,3,6,6,0,0,1,2,0,5202,4902,-300,大幅减少投放,99495.839
2011-06-26,3,6,0,0,0,1,2,0,5305,5005,-300,大幅减少投放,98940.942
2011-06-27,3,6,1,1,1,1,2,1,4708,4408,-300,大幅减少投放,98248.419
2011-06-28,3,6,2,1,0,1,2,1,4648,4348,-300,大幅减少投放,98147.868
2011-06-29,3,6,3,1,0,1,2,0,5225,4925,-300,大幅减少投放,98105.183
2011-06-30,3,6,4,1,0,2,2,0,5515,5215,-300,大幅减少投放,97452.882
2011-07-01,3,7,5,1,0,2,2,0,5362,5062,-300,大幅减少投放,96460.987
2011-07-02,3,7,6,0,0,1,2,0,5119,4819,-300,大幅减少投放,95577.94
2011-07-03,3,7,0,0,1,1,2,1,4649,4349,-300,大幅减少投放,94904.206
2011-07-04,3,7,1,0,1,2,2,1,6043,5743,-300,大幅减少投放,94689.749
2011-07-05,3,7,2,1,0,1,2,1,4665,4365,-300,大幅减少投放,92996.636
2011-07-06,3,7,3,1,0,1,2,2,4614,4314,-300,大幅减少投放,92664.939
2011-07-07,3,7,4,1,0,1,2,1,4592,4292,-300,大幅减少投放,94756.616
2011-07-08,3,7,5,1,1,1,2,2,4040,3740,-300,大幅减少投放,94594.391
2011-07-09,3,7,6,0,0,2,2,1,5336,5036,-300,大幅减少投放,95004.681
2011-07-10,3,7,0,0,0,1,2,1,5280,4980,-300,大幅减少投放,94072.354
2011-07-11,3,7,1,1,0,1,2,1,4086,3786,-300,大幅减少投放,94012.701
2011-07-12,3,7,2,1,0,1,2,0,4573,4273,-300,大幅减少投放,94343.957
2011-07-13,3,7,3,1,0,1,2,1,4342,4042,-300,大幅减少投放,96983.409
2011-07-14,3,7,4,1,0,1,2,0,5084,4784,-300,大幅减少投放,97201.539
2011-07-15,3,7,5,1,0,2,2,1,5538,5238,-300,大幅减少投放,96650.097
2011-07-16,3,7,6,0,0,2,2,1,5923,5623,-300,大幅减少投放,95591.737
2011-07-17,3,7,0,0,0,1,2,1,5280,4980,-300,大幅减少投放,94072.354
2011-07-18,3,7,1,1,0,1,2,1,4458,4158,-300,大幅减少投放,92987.004
2011-07-19,3,7,2,1,0,1,2,1,4541,4241,-300,大幅减少投放,92872.692
2011-07-20,3,7,3,1,0,1,2,2,4614,4314,-300,大幅减少投放,92664.939
2011-07-21,3,7,4,1,1,1,2,1,3784,3484,-300,大幅减少投放,90544.425
2011-07-22,3,7,5,1,0,0,2,1,3387,3087,-300,大幅减少投放,91011.032
2011-07-23,3,7,6,0,0,0,2,0,3285,2985,-300,大幅减少投放,91920.092
2011-07-24,3,7,0,0,0,0,2,0,3606,3306,-300,大幅减少投放,92984.366
2011-07-25,3,7,1,1,0,1,2,2,3840,3540,-300,大幅减少投放,93766.759
2011-07-26,3,7,2,1,0,1,2,0,4573,4273,-300,大幅减少投放,94343.957
2011-07-27,3,7,3,1,0,1,2,0,4656,4356,-300,大幅减少投放,91989.781
2011-07-28,3,7,4,1,0,1,2,1,4390,4090,-300,大幅减少投放,91614.575
2011-07-29,3,7,5,1,0,1,2,0,3846,3546,-300,大幅减少投放,91499.62
2011-07-30,3,7,6,0,0,1,2,0,4475,4175,-300,大幅减少投放,91951.247
2011-07-31,3,7,0,0,0,1,2,0,4302,4002,-300,大幅减少投放,91764.538
2011-08-01,3,8,1,1,0,1,2,0,4745,4445,-300,大幅减少投放,91750.108
2011-08-02,3,8,2,1,0,1,2,0,4845,4545,-300,大幅减少投放,92099.52
2011-08-03,3,8,3,1,1,0,2,1,3574,3274,-300,大幅减少投放,91531.14
2011-08-04,3,8,4,1,1,1,2,2,4576,4276,-300,大幅减少投放,92270.741
2011-08-05,3,8,5,1,0,1,2,1,4866,4566,-300,大幅减少投放,91994.531
2011-08-06,3,8,6,0,1,1,2,2,4286,3986,-300,大幅减少投放,91398.52
2011-08-07,3,8,0,0,0,1,2,2,3868,3568,-300,大幅减少投放,91414.648
2011-08-08,3,8,1,1,0,1,2,1,4326,4026,-300,大幅减少投放,92091.327
2011-08-09,3,8,2,1,0,1,2,1,4718,4418,-300,大幅减少投放,92068.836
2011-08-10,3,8,3,1,0,1,2,0,4780,4480,-300,大幅减少投放,92977.601
2011-08-11,3,8,4,1,0,1,2,0,4792,4492,-300,大幅减少投放,92523.854
2011-08-12,3,8,5,1,0,1,2,0,4905,4605,-300,大幅减少投放,92033.594
2011-08-13,3,8,6,0,1,1,2,2,4286,3986,-300,大幅减少投放,91398.52
2011-08-14,3,8,0,0,1,1,2,2,3820,3520,-300,大幅减少投放,91618.161
2011-08-15,3,8,1,1,0,1,2,2,4338,4038,-300,大幅减少投放,92103.394
2011-08-16,3,8,2,1,0,1,2,1,4718,4418,-300,大幅减少投放,92068.836
2011-08-17,3,8,3,1,0,1,2,1,5039,4739,-300,大幅减少投放,90516.931
2011-08-18,3,8,4,1,0,1,2,1,3805,3505,-300,大幅减少投放,91667.493
2011-08-19,3,8,5,1,1,1,2,2,4153,3853,-300,大幅减少投放,92171.109
2011-08-20,3,8,6,0,0,1,2,1,5191,4891,-300,大幅减少投放,92334.916
2011-08-21,3,8,0,0,0,1,2,2,3868,3568,-300,大幅减少投放,91414.648
2011-08-22,3,8,1,1,0,1,2,0,4745,4445,-300,大幅减少投放,91750.108
2011-08-23,3,8,2,1,0,2,2,0,5895,5595,-300,大幅减少投放,91256.364
2011-08-24,3,8,3,1,0,1,2,1,5130,4830,-300,大幅减少投放,89538.343
2011-08-25,3,8,4,1,1,0,2,2,3542,3242,-300,大幅减少投放,88535.162
2011-08-26,3,8,5,1,0,1,2,2,4661,4361,-300,大幅减少投放,89150.761
2011-08-27,3,8,6,0,1,0,2,2,1115,815,-300,大幅减少投放,88620.866
2011-08-28,3,8,0,0,0,1,2,0,4334,4034,-300,大幅减少投放,91796.603
2011-08-29,3,8,1,1,0,1,2,0,4745,4445,-300,大幅减少投放,91750.108
2011-08-30,3,8,2,1,0,1,2,0,5204,4904,-300,大幅减少投放,91495.085
2011-08-31,3,8,3,1,0,1,2,1,5039,4739,-300,大幅减少投放,90516.931
2011-09-01,3,9,4,1,0,1,2,1,5115,4815,-300,大幅减少投放,88298.308
2011-09-02,3,9,5,1,1,1,2,2,4727,4427,-300,大幅减少投放,87245.679
2011-09-03,3,9,6,0,0,1,2,2,4484,4184,-300,大幅减少投放,86546.07
2011-09-04,3,9,0,0,0,1,2,2,4940,4640,-300,大幅减少投放,86065.429
2011-09-05,3,9,1,0,1,0,2,2,3351,3051,-300,大幅减少投放,85079.491
2011-09-06,3,9,2,1,2,0,1,2,2710,2410,-300,大幅减少投放,85714.294
2011-09-07,3,9,3,1,2,0,1,2,1996,1696,-300,大幅减少投放,87057.301
2011-09-08,3,9,4,1,2,0,2,2,1842,1542,-300,大幅减少投放,89222.779
2011-09-09,3,9,5,1,1,0,2,2,3544,3244,-300,大幅减少投放,91664.402
2011-09-10,3,9,6,0,0,2,2,2,5345,5045,-300,大幅减少投放,92442.621
2011-09-11,3,9,0,0,0,1,2,2,5046,4746,-300,大幅减少投放,91366.01
2011-09-12,3,9,1,1,0,1,2,1,4713,4413,-300,大幅减少投放,90547.472
2011-09-13,3,9,2,1,0,1,2,2,4763,4463,-300,大幅减少投放,90036.38
2011-09-14,3,9,3,1,0,1,2,2,4785,4485,-300,大幅减少投放,89445.757
2011-09-15,3,9,4,1,1,0,1,2,3659,3359,-300,大幅减少投放,88800.89
2011-09-16,3,9,5,1,1,1,1,1,4760,4460,-300,大幅减少投放,89307.346
2011-09-17,3,9,6,0,1,1,1,2,4511,4211,-300,大幅减少投放,88681.51
2011-09-18,3,9,0,0,0,1,1,1,4274,3974,-300,大幅减少投放,88284.842
2011-09-19,3,9,1,1,1,1,1,1,4539,4239,-300,大幅减少投放,88116.77
2011-09-20,3,9,2,1,1,0,1,2,3641,3341,-300,大幅减少投放,87660.904
2011-09-21,3,9,3,1,1,1,1,2,4352,4052,-300,大幅减少投放,88126.309
2011-09-22,3,9,4,1,1,1,2,2,4795,4495,-300,大幅减少投放,87867.787
2011-09-23,4,9,5,1,1,0,1,2,2395,2095,-300,大幅减少投放,87129.344
2011-09-24,4,9,6,0,1,2,1,2,5423,5123,-300,大幅减少投放,88878.484
2011-09-25,4,9,0,0,1,1,2,2,5010,4710,-300,大幅减少投放,87532.183
2011-09-26,4,9,1,1,1,1,2,2,4630,4330,-300,大幅减少投放,86549.761
2011-09-27,4,9,2,1,1,1,2,2,4120,3820,-300,大幅减少投放,85915.631
2011-09-28,4,9,3,1,1,1,2,2,3907,3607,-300,大幅减少投放,85784.969
2011-09-29,4,9,4,1,0,1,2,2,4839,4539,-300,大幅减少投放,85871.64
2011-09-30,4,9,5,1,0,1,1,1,5202,4902,-300,大幅减少投放,84981.821
2011-10-01,4,10,6,0,1,0,1,2,2429,2129,-300,大幅减少投放,83663.064
2011-10-02,4,10,0,0,1,0,0,2,2918,2618,-300,大幅减少投放,85193.969
2011-10-03,4,10,1,1,1,0,0,2,3570,3270,-300,大幅减少投放,86290.602
2011-10-04,4,10,2,1,0,1,1,2,4456,4156,-300,大幅减少投放,86758.622
2011-10-05,4,10,3,1,0,1,1,1,4826,4526,-300,大幅减少投放,86318.644
2011-10-06,4,10,4,1,0,1,1,1,4765,4465,-300,大幅减少投放,85466.035
2011-10-07,4,10,5,1,0,1,1,1,4985,4685,-300,大幅减少投放,84632.762
2011-10-08,4,10,6,0,0,2,1,2,5409,5109,-300,大幅减少投放,83524.053
2011-10-09,4,10,0,0,0,2,1,2,5511,5211,-300,大幅减少投放,81910.676
2011-10-10,4,10,1,0,0,1,1,2,5117,4817,-300,大幅减少投放,80105.015
2011-10-11,4,10,2,1,1,1,1,2,4738,4438,-300,大幅减少投放,78619.057
2011-10-12,4,10,3,1,2,0,1,2,2416,2116,-300,大幅减少投放,79968.253
2011-10-13,4,10,4,1,1,0,1,2,2913,2613,-300,大幅减少投放,81318.378
2011-10-14,4,10,5,1,1,0,1,2,3644,3344,-300,大幅减少投放,82216.292
2011-10-15,4,10,6,0,0,1,1,0,5217,4917,-300,大幅减少投放,82391.975
2011-10-16,4,10,0,0,0,1,1,0,5041,4741,-300,大幅减少投放,80921.115
2011-10-17,4,10,1,1,0,1,1,1,4570,4270,-300,大幅减少投放,79558.104
2011-10-18,4,10,2,1,1,1,1,2,4738,4438,-300,大幅减少投放,78619.057
2011-10-19,4,10,3,1,2,0,1,2,2424,2124,-300,大幅减少投放,75286.79
2011-10-21,4,10,5,1,0,1,1,1,4304,4004,-300,大幅减少投放,76382.106
2011-10-22,4,10,6,0,0,1,1,1,4308,4008,-300,大幅减少投放,75555.998
2011-10-23,4,10,0,0,0,1,1,2,4381,4081,-300,大幅减少投放,74682.2
2011-10-24,4,10,1,1,0,1,1,2,4187,3887,-300,大幅减少投放,73685.57
2011-10-25,4,10,2,1,0,1,1,1,4687,4387,-300,大幅减少投放,72840.696
2011-10-26,4,10,3,1,1,1,1,2,3894,3594,-300,大幅减少投放,71425.039
2011-10-27,4,10,4,1,1,0,1,2,2659,2359,-300,大幅减少投放,70769.61
2011-10-28,4,10,5,1,1,0,0,1,3747,3447,-300,大幅减少投放,71379.753
2011-10-29,4,10,6,0,2,0,0,2,627,327,-300,大幅减少投放,70876.677
2011-10-30,4,10,0,0,0,0,0,1,3331,3031,-300,大幅减少投放,73633.326
2011-10-31,4,10,1,1,0,0,0,2,3669,3369,-300,大幅减少投放,73686.753
2011-11-01,4,11,2,1,0,1,1,1,4068,3768,-300,大幅减少投放,73387.203
2011-11-02,4,11,3,1,0,1,0,2,4186,3886,-300,大幅减少投放,72651.887
2011-11-03,4,11,4,1,0,1,1,2,3974,3674,-300,大幅减少投放,71753.659
2011-11-04,4,11,5,1,1,1,1,1,4046,3746,-300,大幅减少投放,71031.313
2011-11-05,4,11,6,0,0,1,0,0,3926,3626,-300,大幅减少投放,70195.16
2011-11-06,4,11,0,0,0,0,0,2,3649,3349,-300,大幅减少投放,69441.314
2011-11-07,4,11,1,1,0,1,1,2,4026,3726,-300,大幅减少投放,68939.37
2011-11-08,4,11,2,1,0,1,1,2,4205,3905,-300,大幅减少投放,71361.041
2011-11-09,4,11,3,1,0,1,1,2,4109,3809,-300,大幅减少投放,70374.872
2011-11-10,4,11,4,1,1,0,0,2,2933,2633,-300,大幅减少投放,69437.853
